product_name,description,product_category_tree,retail_price,discounted_price,brand,clean_product_name,clean_description,main_category,category_encoded
Marvel Cotton Bath Towel,"Marvel Cotton Bath Towel (1 Bath Towel, Multicolor)
                         Price: Rs. 479
				
			Bath Towel packed in a re-usable box .
Bath Towel packed in a re-usable box .","[""Baby Care >> Baby Bath & Skin >> Baby Bath Towels >> Marvel Baby Bath Towels""]",479.0,479.0,Marvel,marvel cotton bath towel,marvel cotton bath towel 1 bath towel multicolor price r 479bath towel packed reusable box bath towel packed reusable box,Baby Care,26
United Colors of Benetton Casual Short Sleeve Solid Women's Top,United Colors of Benetton Casual Short Sleeve Solid Women's Top - Buy 25C United Colors of Benetton Casual Short Sleeve Solid Women's Top For Only Rs. 2099 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> United Colors of Benetton Tops""]",2099.0,1364.0,Unknown Brand,united color benetton casual short sleeve solid womens top,united color benetton casual short sleeve solid womens top buy 25c united color benetton casual short sleeve solid womens top r 2099 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Mama & Bebe Cotton Baby Towel,"Mama & Bebe Cotton Baby Towel (1 Bath Towel, Pink)
                         Price: Rs. 299
				
			Mama & Bebes - The leading brand in India for Infant and Maternity wear brings you a 100% Cotton Towel with hood for the new born / infant
Mama & Bebes - The leading brand in India for Infant and Maternity wear brings you a 100% Cotton Towel with hood for the new born / infant","[""Baby Care >> Baby Bath & Skin >> Baby Bath Towels >> Mama & Bebe Baby Bath Towels""]",899.0,299.0,Mama & Bebe,mama bebe cotton baby towel,mama bebe cotton baby towel 1 bath towel pink price r 299mama bebes leading brand india infant maternity wear brings 100 cotton towel hood new born infantmama bebes leading brand india infant maternity wear brings 100 cotton towel hood new born infant,Baby Care,26
Sukhson India Signature Clear Glass,"Sukhson India Signature Clear Glass (150 ml, Clear, Pack of 6)
                         Price: Rs. 290
				
			A pack of six transparent unbreakable glass set. Perfect for water, cocktails and juices. Ideal for picnic , parties and every day use Made of Food Grade P.C material
A pack of six transparent unbreakable glass set. Perfect for water, cocktails and juices. Ideal for picnic , parties and every day use Made of Food Grade P.C material","[""Kitchen & Dining >> Bar & Glassware >> Bar Glasses >> Sukhson India Bar Glasses""]",329.0,290.0,Sukhson India,sukhson india signature clear glass,sukhson india signature clear glass 150 ml clear pack 6 price r 290a pack six transparent unbreakable glass set perfect water cocktail juice ideal picnic party every day use made food grade pc materiala pack six transparent unbreakable glass set perfect water cocktail juice ideal picnic party every day use made food grade pc material,Kitchen & Dining,106
Raghav India PC_72,Buy Raghav India PC_72 for Rs.795 online. Raghav India PC_72 at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Kitchen & Dining >> Bar & Glassware >> Bar Glasses >> Raghav India Bar Glasses""]",1620.0,795.0,Raghav India,raghav india pc72,buy raghav india pc72 rs795 online raghav india pc72 best price free shipping cash delivery genuine product 30 day replacement guarantee,Kitchen & Dining,106
Raghav India RICP_077,Buy Raghav India RICP_077 for Rs.1865 online. Raghav India RICP_077 at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Kitchen & Dining >> Bar & Glassware >> Bar Glasses >> Raghav India Bar Glasses""]",3265.0,1865.0,Raghav India,raghav india ricp077,buy raghav india ricp077 rs1865 online raghav india ricp077 best price free shipping cash delivery genuine product 30 day replacement guarantee,Kitchen & Dining,106
Send Rakhis to India Lovely Metal Ganesh Idol For Car Dashboard Showpiece  -  7 cm,Buy Send Rakhis to India Lovely Metal Ganesh Idol For Car Dashboard Showpiece  -  7 cm for Rs.279 online. Send Rakhis to India Lovely Metal Ganesh Idol For Car Dashboard Showpiece  -  7 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Send Rakhis to India Religious Idols""]",349.0,279.0,Send Rakhis to India,send rakhis india lovely metal ganesh idol car dashboard showpiece 7 cm,buy send rakhis india lovely metal ganesh idol car dashboard showpiece 7 cm rs279 online send rakhis india lovely metal ganesh idol car dashboard showpiece 7 cm best price free shipping cash delivery genuine product 30 day replacement guarantee,Home Decor & Festive Needs,87
Indistar Women's Leggings,"Indistar Women's Leggings (Pack of 2)
                         Price: Rs. 350
				
			Skin fit Legwear from IndiWeaves is a mix and match for Kurti, Tunics, tops and Anarkali. Made of Cotton Lycra BLend and the waist band being elasticated, IndiWeaves Leggings will give you the best of comfort and fit.
Skin fit Legwear from IndiWeaves is a mix and match for Kurti, Tunics, tops and Anarkali. Made of Cotton Lycra BLend and the waist band being elasticated, IndiWeaves Leggings will give you the best of comfort and fit.","[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Indistar Leggings & Jeggings""]",800.0,350.0,Unknown Brand,indistar womens legging,indistar womens legging pack 2 price r 350skin fit legwear indiweaves mix match kurti tunic top anarkali made cotton lycra blend waist band elasticated indiweaves legging give best comfort fitskin fit legwear indiweaves mix match kurti tunic top anarkali made cotton lycra blend waist band elasticated indiweaves legging give best comfort fit,Clothing,43
"Rajindras Solid V-neck Casual Men's, Women's Sweater","Rajindras Solid V-neck Casual Men's, Women's Sweater - Buy Brown Rajindras Solid V-neck Casual Men's, Women's Sweater For Only Rs. 1000 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com","[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweaters >> Rajindras Sweaters""]",1000.0,800.0,Unknown Brand,rajindras solid vneck casual men womens sweater,rajindras solid vneck casual men womens sweater buy brown rajindras solid vneck casual men womens sweater r 1000 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Creative Width Decor Small Vinyl Sticker Sticker,Buy Creative Width Decor Small Vinyl Sticker Sticker for Rs.299 online. Creative Width Decor Small Vinyl Sticker Sticker at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wall Decals & Stickers >> Creative Width Decor Wall Decals & Stickers""]",599.0,299.0,Creative Width Decor,creative width decor small vinyl sticker sticker,buy creative width decor small vinyl sticker sticker rs299 online creative width decor small vinyl sticker sticker best price free shipping cash delivery genuine product 30 day replacement guarantee,Home Decor & Festive Needs,87
umda Na A5 Planner/Organizer Ring Bound,Buy umda Na A5 Planner/Organizer Ring Bound for Rs.890 online. umda Na A5 Planner/Organizer Ring Bound at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Pens & Stationery >> Office Supplies >> Diaries >> umda Diaries""]",1100.0,890.0,umda,umda na a5 plannerorganizer ring bound,buy umda na a5 plannerorganizer ring bound rs890 online umda na a5 plannerorganizer ring bound best price free shipping cash delivery genuine product 30 day replacement guarantee,Pens & Stationery,151
Instapower 5 W LED Bulb,Buy Instapower 5 W LED Bulb for Rs.400 online. Instapower 5 W LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Kitchen & Dining >> Lighting >> Bulbs >> Instapower Bulbs""]",1400.0,400.0,Instapower,instapower 5 w led bulb,buy instapower 5 w led bulb rs400 online instapower 5 w led bulb best price free shipping cash delivery genuine product 30 day replacement guarantee,Kitchen & Dining,106
Pearstone NP-95  Camera Battery Charger,"Pearstone NP-95  Camera Battery Charger
                        
				
			Budget-conscious and versatile the Compact AC DC Charger for NP-95 Battery from Pearstone is a prudent choice providing you with 3 ways to charge out of the gate and the ability to charge your USB devices as well! The fold-out AC plug provides normal in-wall charging for the US and allows for easy travel and storage. The included cigarette lighter DC adapter provides in-vehicle charging while the Euro plug adapter can be used for European wall sockets. Along with charging the Pearstone NP-95 the Compact Charger is also compatible with the Fuji NP-95 battery. As mentioned above the Compact Charger goes beyond the call of duty charging your USB devices as well. Just connect your device via its USB charging cable and connect the Compact Charger to the wall or cigarette outlet in your vehicle. Additionally the Compact Charger can also be used with the optional ADC-AC AC Adapter from Pearstone. For Pearstone NP-95 Battery, Fuji NP-95 Battery, USB Port for Charging USB Devices. Fold-Out AC Plug. Interchangeable Battery Plate.
Budget-conscious and versatile the Compact AC DC Charger for NP-95 Battery from Pearstone is a prudent choice providing you with 3 ways to charge out of the gate and the ability to charge your USB devices as well! The fold-out AC plug provides normal in-wall charging for the US and allows for easy travel and storage. The included cigarette lighter DC adapter provides in-vehicle charging while the Euro plug adapter can be used for European wall sockets. Along with charging the Pearstone NP-95 the Compact Charger is also compatible with the Fuji NP-95 battery. As mentioned above the Compact Charger goes beyond the call of duty charging your USB devices as well. Just connect your device via its USB charging cable and connect the Compact Charger to the wall or cigarette outlet in your vehicle. Additionally the Compact Charger can also be used with the optional ADC-AC AC Adapter from Pearstone. For Pearstone NP-95 Battery, Fuji NP-95 Battery, USB Port for Charging USB Devices. Fold-Out AC Plug. Interchangeable Battery Plate.","[""Cameras & Accessories >> Camera Accessories >> Battery chargers >> Pearstone Battery chargers""]",0.0,0.0,Pearstone,pearstone np95 camera battery charger,pearstone np95 camera battery charger budgetconscious versatile compact ac dc charger np95 battery pearstone prudent choice providing 3 way charge gate ability charge usb device well foldout ac plug provides normal inwall charging u allows easy travel storage included cigarette lighter dc adapter provides invehicle charging euro plug adapter used european wall socket along charging pearstone np95 compact charger also compatible fuji np95 battery mentioned compact charger go beyond call duty charging usb device well connect device via usb charging cable connect compact charger wall cigarette outlet vehicle additionally compact charger also used optional adcac ac adapter pearstone pearstone np95 battery fuji np95 battery usb port charging usb device foldout ac plug interchangeable battery platebudgetconscious versatile compact ac dc charger np95 battery pearstone prudent choice providing 3 way charge gate ability charge usb device well foldout ac plug provides normal inwall charging u allows easy travel storage included cigarette lighter dc adapter provides invehicle charging euro plug adapter used european wall socket along charging pearstone np95 compact charger also compatible fuji np95 battery mentioned compact charger go beyond call duty charging usb device well connect device via usb charging cable connect compact charger wall cigarette outlet vehicle additionally compact charger also used optional adcac ac adapter pearstone pearstone np95 battery fuji np95 battery usb port charging usb device foldout ac plug interchangeable battery plate,Cameras & Accessories,37
Home Fashion Gallery Polyester Light Blue Floral Eyelet Door Curtain,Buy Home Fashion Gallery Polyester Light Blue Floral Eyelet Door Curtain at Rs. 2249 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"[""Home Furnishing >> Curtains & Accessories >> Curtains""]",3748.0,2249.0,Home Fashion Gallery,home fashion gallery polyester light blue floral eyelet door curtain,buy home fashion gallery polyester light blue floral eyelet door curtain r 2249 flipkartcom genuine product free shipping cash delivery,Home Furnishing,89
Mad(e) in India Paithani A5 Diary Hard Bound,Buy Mad(e) in India Paithani A5 Diary Hard Bound for Rs.523 online. Mad(e) in India Paithani A5 Diary Hard Bound at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Pens & Stationery >> Office Supplies >> Diaries >> Mad(e) in India Diaries""]",550.0,523.0,Mad(e) in India,made india paithani a5 diary hard bound,buy made india paithani a5 diary hard bound rs523 online made india paithani a5 diary hard bound best price free shipping cash delivery genuine product 30 day replacement guarantee,Pens & Stationery,151
Creative Width Decor Small Vinyl Sticker Sticker,Buy Creative Width Decor Small Vinyl Sticker Sticker for Rs.474 online. Creative Width Decor Small Vinyl Sticker Sticker at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wall Decals & Stickers >> Creative Width Decor Wall Decals & Stickers""]",949.0,474.0,Creative Width Decor,creative width decor small vinyl sticker sticker,buy creative width decor small vinyl sticker sticker rs474 online creative width decor small vinyl sticker sticker best price free shipping cash delivery genuine product 30 day replacement guarantee,Home Decor & Festive Needs,87
Relish R456 Analog Watch  - For Men,"Relish R456 Analog Watch  - For Men - Buy Relish R456 Analog Watch  - For Men  R456 Online at Rs.299 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","[""Watches >> Wrist Watches >> Relish Wrist Watches""]",699.0,299.0,Unknown Brand,relish r456 analog watch men,relish r456 analog watch men buy relish r456 analog watch men r456 online rs299 india flipkartcom great discount genuine product 30 day replacement guarantee free shipping cash delivery,Watches,240
Creative Width Decor Small Vinyl Sticker,Buy Creative Width Decor Small Vinyl Sticker for Rs.324 online. Creative Width Decor Small Vinyl Sticker at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wall Decals & Stickers >> Creative Width Decor Wall Decals & Stickers""]",649.0,324.0,Creative Width Decor,creative width decor small vinyl sticker,buy creative width decor small vinyl sticker rs324 online creative width decor small vinyl sticker best price free shipping cash delivery genuine product 30 day replacement guarantee,Home Decor & Festive Needs,87
Indistar Women's Leggings,Indistar Women's Leggings - Buy Yellow Indistar Women's Leggings For Only Rs. 400 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Indistar Leggings & Jeggings""]",400.0,180.0,Unknown Brand,indistar womens legging,indistar womens legging buy yellow indistar womens legging r 400 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Levi's Solid Caps Cap,"Levi's Solid Caps Cap
                         Price: Rs. 959
				
			Navy blue and yellow cap, has a curved visor, panelled crown with a button detail at the centre, an adjustable tab on the back with a fold-over clasp. Update your accessory collection with this trendy cap from Levi's. Wear it with sneakers and casuals when heading out with friends.
Navy blue and yellow cap, has a curved visor, panelled crown with a button detail at the centre, an adjustable tab on the back with a fold-over clasp. Update your accessory collection with this trendy cap from Levi's. Wear it with sneakers and casuals when heading out with friends.","[""Clothing >> Men's Clothing >> Accessories & Combo Sets >> Caps >> Levi's Caps""]",1199.0,959.0,Unknown Brand,levi solid cap cap,levi solid cap cap price r 959navy blue yellow cap curved visor panelled crown button detail centre adjustable tab back foldover clasp update accessory collection trendy cap levi wear sneaker casuals heading friendsnavy blue yellow cap curved visor panelled crown button detail centre adjustable tab back foldover clasp update accessory collection trendy cap levi wear sneaker casuals heading friend,Clothing,43
Nike Casual Short Sleeve Printed Women's Top,Nike Casual Short Sleeve Printed Women's Top - Buy EMERALD GREEN/REFLECTIVE SILV Nike Casual Short Sleeve Printed Women's Top For Only Rs. 1795 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Nike Tops""]",1795.0,1795.0,Unknown Brand,nike casual short sleeve printed womens top,nike casual short sleeve printed womens top buy emerald greenreflective silv nike casual short sleeve printed womens top r 1795 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Handloomhub Polyester Pink Self Design Eyelet Door Curtain,Buy Handloomhub Polyester Pink Self Design Eyelet Door Curtain at Rs. 973 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"[""Home Furnishing >> Curtains & Accessories >> Curtains""]",1499.0,973.0,Handloomhub,handloomhub polyester pink self design eyelet door curtain,buy handloomhub polyester pink self design eyelet door curtain r 973 flipkartcom genuine product free shipping cash delivery,Home Furnishing,89
Store Indya Hand Crafted Embossed Leather Diary with Celtic Patterns Regular Journal Hard Bound,Buy Store Indya Hand Crafted Embossed Leather Diary with Celtic Patterns Regular Journal Hard Bound for Rs.580 online. Store Indya Hand Crafted Embossed Leather Diary with Celtic Patterns Regular Journal Hard Bound at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Pens & Stationery >> Diaries & Notebooks >> Journals >> Store Indya Journals""]",600.0,580.0,Store Indya,store indya hand crafted embossed leather diary celtic pattern regular journal hard bound,buy store indya hand crafted embossed leather diary celtic pattern regular journal hard bound rs580 online store indya hand crafted embossed leather diary celtic pattern regular journal hard bound best price free shipping cash delivery genuine product 30 day replacement guarantee,Pens & Stationery,151
Riverside Solid Round Neck Casual Men's Sweater,Riverside Solid Round Neck Casual Men's Sweater - Buy Grey Riverside Solid Round Neck Casual Men's Sweater For Only Rs. 1399 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweaters >> Riverside Sweaters""]",1399.0,699.0,Unknown Brand,riverside solid round neck casual men sweater,riverside solid round neck casual men sweater buy grey riverside solid round neck casual men sweater r 1399 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Fastway Sleeve for Samsung Galaxy Tab A 8.0,"Fastway Sleeve for Samsung Galaxy Tab A 8.0 (Maroon)
                         Price: Rs. 299
				
			8 Inch Sleeve Flip Case Cover :The Really Smart Cover makes Tablet do things no other cover can. The Smart Cover doesn't just protect Tablet; it keeps it ready to go whenever you are. Magnetic Locks to lock your tablet when not in use and hence making it totally safe. Ultra Slim & lightweight .
8 Inch Sleeve Flip Case Cover :The Really Smart Cover makes Tablet do things no other cover can. The Smart Cover doesn't just protect Tablet; it keeps it ready to go whenever you are. Magnetic Locks to lock your tablet when not in use and hence making it totally safe. Ultra Slim & lightweight .","[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fastway Cases & Covers""]",499.0,299.0,Fastway,fastway sleeve samsung galaxy tab 80,fastway sleeve samsung galaxy tab 80 maroon price r 2998 inch sleeve flip case cover really smart cover make tablet thing cover smart cover doesnt protect tablet keep ready go whenever magnetic lock lock tablet use hence making totally safe ultra slim lightweight 8 inch sleeve flip case cover really smart cover make tablet thing cover smart cover doesnt protect tablet keep ready go whenever magnetic lock lock tablet use hence making totally safe ultra slim lightweight,Mobiles & Accessories,131
Campap Elvieser (5 subject) (Set of 1) B5 Notebook Spiral Bound,Buy Campap Elvieser (5 subject) (Set of 1) B5 Notebook Spiral Bound for Rs.570 online. Campap Elvieser (5 subject) (Set of 1) B5 Notebook Spiral Bound at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Pens & Stationery >> Office Supplies >> Campap Office Supplies""]",570.0,570.0,Campap,campap elvieser 5 subject set 1 b5 notebook spiral bound,buy campap elvieser 5 subject set 1 b5 notebook spiral bound rs570 online campap elvieser 5 subject set 1 b5 notebook spiral bound best price free shipping cash delivery genuine product 30 day replacement guarantee,Pens & Stationery,151
Fresh From Loom Polyester Multicolor Solid Eyelet Door Curtain,"Fresh From Loom Polyester Multicolor Solid Eyelet Door Curtain (213 cm in Height, Pack of 3)
                         Price: Rs. 648
				
			Stylish Eyelet Curtain For Your Room. This Eclipse Window Panel Will Enhance Any Room, Or Create A Whole New Look. Experience The Darkness, Silence And Beauty Of This Eclipse Panel.
Stylish Eyelet Curtain For Your Room. This Eclipse Window Panel Will Enhance Any Room, Or Create A Whole New Look. Experience The Darkness, Silence And Beauty Of This Eclipse Panel.","[""Home Furnishing >> Curtains & Accessories >> Curtains""]",1049.0,648.0,Fresh From Loom,fresh loom polyester multicolor solid eyelet door curtain,fresh loom polyester multicolor solid eyelet door curtain 213 cm height pack 3 price r 648stylish eyelet curtain room eclipse window panel enhance room create whole new look experience darkness silence beauty eclipse panelstylish eyelet curtain room eclipse window panel enhance room create whole new look experience darkness silence beauty eclipse panel,Home Furnishing,89
Creative Width Decor Small Vinyl Sticker,"Creative Width Decor Small Vinyl Sticker (Pack of 1)
                         Price: Rs. 224
				
			Add glam to your walls with the designer products from the house of Creative Width Decor. Choose from thousands of Creative Wall Stickers, Acrylic Panels and Wall Clocks. With lots of size and colour options available, select the designs that suits best to your interiors.
Add glam to your walls with the designer products from the house of Creative Width Decor. Choose from thousands of Creative Wall Stickers, Acrylic Panels and Wall Clocks. With lots of size and colour options available, select the designs that suits best to your interiors.","[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wall Decals & Stickers >> Creative Width Decor Wall Decals & Stickers""]",449.0,224.0,Creative Width Decor,creative width decor small vinyl sticker,creative width decor small vinyl sticker pack 1 price r 224add glam wall designer product house creative width decor choose thousand creative wall sticker acrylic panel wall clock lot size colour option available select design suit best interiorsadd glam wall designer product house creative width decor choose thousand creative wall sticker acrylic panel wall clock lot size colour option available select design suit best interior,Home Decor & Festive Needs,87
Classique Designer Jewellery Beautiful Alloy Jewel Set,Classique Designer Jewellery Beautiful Alloy Jewel Set - Buy Classique Designer Jewellery Beautiful Alloy Jewel Set only for Rs. 399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Jewellery >> Jewellery Sets""]",1999.0,399.0,Classique Designer Jewellery,classique designer jewellery beautiful alloy jewel set,classique designer jewellery beautiful alloy jewel set buy classique designer jewellery beautiful alloy jewel set r 399 flipkartcom genuine product 30 day replacement guarantee free shipping cash delivery,Jewellery,99
Handloomhub Polyester Maroon Self Design Eyelet Long Door Curtain,Buy Handloomhub Polyester Maroon Self Design Eyelet Long Door Curtain at Rs. 1299 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"[""Home Furnishing >> Curtains & Accessories >> Curtains""]",1899.0,1299.0,Handloomhub,handloomhub polyester maroon self design eyelet long door curtain,buy handloomhub polyester maroon self design eyelet long door curtain r 1299 flipkartcom genuine product free shipping cash delivery,Home Furnishing,89
Kjaggs Women's Leggings,Kjaggs Women's Leggings - Buy Dark Green Kjaggs Women's Leggings For Only Rs. 499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Kjaggs Leggings & Jeggings""]",499.0,229.0,Unknown Brand,kjaggs womens legging,kjaggs womens legging buy dark green kjaggs womens legging r 499 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Clairefontaine 14.6 x 9.8 cm A6 Notebook Adhesive Bound,"Clairefontaine 14.6 x 9.8 cm A6 Notebook Adhesive Bound (Pink)
                         Price: Rs. 699
				
			Designer Notebook with Magnetic Closure, inspired by the travel diaries of the 19th Century
Designer Notebook with Magnetic Closure, inspired by the travel diaries of the 19th Century","[""Pens & Stationery >> Office Supplies >> Clairefontaine Office Supplies""]",970.0,699.0,Clairefontaine,clairefontaine 146 x 98 cm a6 notebook adhesive bound,clairefontaine 146 x 98 cm a6 notebook adhesive bound pink price r 699designer notebook magnetic closure inspired travel diary 19th centurydesigner notebook magnetic closure inspired travel diary 19th century,Pens & Stationery,151
Creative Width Decor Small Vinyl Sticker,Buy Creative Width Decor Small Vinyl Sticker for Rs.249 online. Creative Width Decor Small Vinyl Sticker at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wall Decals & Stickers >> Creative Width Decor Wall Decals & Stickers""]",499.0,249.0,Creative Width Decor,creative width decor small vinyl sticker,buy creative width decor small vinyl sticker rs249 online creative width decor small vinyl sticker best price free shipping cash delivery genuine product 30 day replacement guarantee,Home Decor & Festive Needs,87
Filofax Apex Planner/Organizer Ring Bound,Buy Filofax Apex Planner/Organizer Ring Bound for Rs.2490 online. Filofax Apex Planner/Organizer Ring Bound at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Pens & Stationery >> Diaries & Notebooks >> Planners & Organisers >> Filofax Planners & Organisers""]",2490.0,2490.0,Filofax,filofax apex plannerorganizer ring bound,buy filofax apex plannerorganizer ring bound rs2490 online filofax apex plannerorganizer ring bound best price free shipping cash delivery genuine product 30 day replacement guarantee,Pens & Stationery,151
"Fabutex Polyester Black, White Abstract Eyelet Window & Door Curtain","Fabutex Polyester Black, White Abstract Eyelet Window & Door Curtain (214 cm in Height, Pack of 4)
                         Price: Rs. 2,696
				
			High Quallity polyester jacquard Curtains, which adds a rich feel and fills your home with warmth of love and coziness. Exclusively from the house of fabutex.
High Quallity polyester jacquard Curtains, which adds a rich feel and fills your home with warmth of love and coziness. Exclusively from the house of fabutex.","[""Home Furnishing >> Curtains & Accessories >> Curtains""]",4500.0,2696.0,Fabutex,fabutex polyester black white abstract eyelet window door curtain,fabutex polyester black white abstract eyelet window door curtain 214 cm height pack 4 price r 2696high quallity polyester jacquard curtain add rich feel fill home warmth love coziness exclusively house fabutexhigh quallity polyester jacquard curtain add rich feel fill home warmth love coziness exclusively house fabutex,Home Furnishing,89
JRS Fashion Women's Leggings,"JRS Fashion Women's Leggings
                         Price: Rs. 200
				
			Feel the smooth & silkiness to your skin, Maximum Stretch and Flexibility
Feel the smooth & silkiness to your skin, Maximum Stretch and Flexibility","[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> JRS Fashion Leggings & Jeggings""]",435.0,200.0,Unknown Brand,jr fashion womens legging,jr fashion womens legging price r 200feel smooth silkiness skin maximum stretch flexibilityfeel smooth silkiness skin maximum stretch flexibility,Clothing,43
IFROGZ Grip Back Cover for APPLE IPAD MINI,Buy IFROGZ Grip Back Cover for APPLE IPAD MINI only for Rs. 500 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> IFROGZ Cases & Covers""]",1499.0,500.0,IFROGZ,ifrogz grip back cover apple ipad mini,buy ifrogz grip back cover apple ipad mini r 500 flipkartcom genuine product 30 day replacement guarantee free shipping cash delivery,Mobiles & Accessories,131
Pepe Solid V-neck Men's Sweater,Pepe Solid V-neck Men's Sweater - Buy Grey Pepe Solid V-neck Men's Sweater For Only Rs. 1799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweaters >> Pepe Sweaters""]",1799.0,1799.0,Unknown Brand,pepe solid vneck men sweater,pepe solid vneck men sweater buy grey pepe solid vneck men sweater r 1799 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Tiedribbons Gifts Set A5 Planner/Organizer Hard Bound,Buy Tiedribbons Gifts Set A5 Planner/Organizer Hard Bound for Rs.799 online. Tiedribbons Gifts Set A5 Planner/Organizer Hard Bound at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Pens & Stationery >> Office Supplies >> Diaries >> Tiedribbons Diaries""]",1599.0,799.0,Tiedribbons,tiedribbons gift set a5 plannerorganizer hard bound,buy tiedribbons gift set a5 plannerorganizer hard bound rs799 online tiedribbons gift set a5 plannerorganizer hard bound best price free shipping cash delivery genuine product 30 day replacement guarantee,Pens & Stationery,151
